11218,8825.5,3114.5,9206.8,2385.7,-2438.1,127.98,7899.8,4495.2,13411,-5424,6602.4,-346.74,711.84,-2534.4,4467.5,4425.8,5064.1,5361.5,7372.6
874.71,1163.8,167.5,-2655.9,534.24,-979.29,26.481,539.1,123.01,1533.5,-1249.7,854.34,686.52,321.83,-1595.6,290.39,-991.14,-74.381,558.81,-18.859
796.12,1417.5,103.05,5558.8,-466.34,1647.2,-599.1,970.41,-417.58,2013,-2067.8,443.22,-621.16,156.4,-1893.6,1015.4,1251.5,1208.2,1342.4,1576.8
-3772.5,-1689.2,219.51,-2847.1,-4.4282,-1079.6,-2056.9,-834.86,509.49,-7023.2,4639.4,-1215.1,2936.7,1257.6,3104.3,-1337.5,-193.11,-2848.1,-4150.4,-900.23
2997.2,3018.3,-242.32,3654.4,-1133.5,-1428.8,-1322.3,-147.3,1495.6,3263.5,-3513.2,1956.9,-4481.9,-3923.1,-2152.6,1203.8,812.5,2350.4,3711.4,4250.4
-2015.1,-2539.7,542.58,-2476.9,-191.89,821.08,-557.83,-1623.9,347.38,-5521,3113.5,-1781.9,1836.3,1708.9,1398,325.68,-963.46,-1929.3,-1762.8,-2469.9
186.03,1493,-561.62,1101.4,-580.58,493.23,-491.38,628.85,-724.52,1498.5,-2298.6,381.71,-140.39,-666.18,-955.83,355.71,40.245,600.64,792.74,746.49
4648,7612.8,2341.9,6029.9,-610.54,-2540.1,-993.4,1818.1,121.96,7954.7,-4778.3,4212.7,-4900.6,-3178.6,-2021,2034.5,1494.2,3611.9,2194.4,5976.4
4164.4,5830.4,399.89,3478.4,-719.3,-1914,1731.2,1122.6,4203.4,4867.4,-3514.8,3614.2,2417.6,2359.7,-1230.2,1871,2264.7,1702.1,2484.7,4610.4
11224,4492.5,-1744.4,6907.4,3280.6,-3063.9,-2746.7,8093.4,-1215.8,18621,-5491.5,4894.1,-7881.5,-5261.9,-5367.6,-929.94,1822.1,3037.7,527.57,6894.3
-2895.1,-3401.8,-155.69,-2912,316.73,1275.4,832.42,-1068.3,-797.47,-3364.9,2095.4,-2622.4,2195.3,862.25,1668.6,-1564,-1110.3,-1164.1,-1247.2,-3212
-914.29,-3337.8,-410.66,-2472.1,568.69,1211.8,511.19,-686.47,-517.06,-2635.8,1963.5,-1838.6,1761,1098.6,1359,-481.12,-1612.4,-903.24,-677.02,-2959.8
3240.8,5387.4,-1450.1,2181.5,-3066.2,-406.83,-1662,-646.6,151.16,3426.5,-3544.4,3122,-482.59,-2284.1,-3558,-1186.1,195.19,1556.4,186.86,2763.9
4818.8,6699.2,-2712.1,4843.8,-2677.5,-1967.1,-1580.7,4462.4,-2532.8,8628.3,-4570.4,4461.6,-1668.9,-3217.1,-3696.3,-2325.4,1439.8,651.96,2540.7,4830.6
-3055.9,-1703.2,-527.98,-2197.6,1486.1,14.177,634.59,1794.1,627.59,518.55,1528.6,-323.9,-77.741,1190.7,445.41,-617.83,-1461.8,-1012,-1526.6,-746.84
-1416.2,1516.4,497.61,2754,-517.66,-440.69,-812.73,951.1,1216,1766.4,-1808.4,-76.936,-1133.9,-1180.7,-994.72,1298.2,1180.9,598.5,574.68,1631.4
-3304.3,-2980.9,-583.75,-2781,-60.537,1676.5,206.59,-737.09,-727.2,-3925.5,2180.8,-2154.6,1987,1420.6,1582,-438.84,-1333.4,-1105.3,-1488.6,-3175.8
-1176.7,-1419.7,-217.71,-1693.6,729.96,700.51,-17.295,330.68,-753.61,-1518.1,1458.7,-1619.4,1041.5,1067.8,357.89,-772.13,-855.08,729.49,-1084,-1217.3
-6759,3149,-727.18,2239.5,-196.21,-157.98,370.86,4054.9,-474.1,2269.4,-2491.7,2121.9,-1153.3,460.01,-1667.8,-253.25,2267.6,-570.74,919.05,2497.2
